;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
3263;3264;The Modern Jazz Quartet;Blues on Bach;1974;Jazz, Cool Jazz, Third Stream;3.50;144;5
3264;3265;Larry Ochs;What Is to Be Done;26 January 2019;Free Jazz;3.55;124;1
3265;3266;Stan Kenton;This Modern World;1953;Progressive Big Band, Third Stream;3.62;110;2
3266;3267;Lester Young;The Jazz Giants '56;1956;Cool Jazz;3.68;120;4
3267;3268;Ornette Coleman & Prime Time;Tone Dialing;26 September 1995;Free Jazz, Avant-Garde Jazz;3.30;183;3
3268;3269;Herbie Hancock;1+1;1 July 1997;Jazz, Post-Bop, Chamber Jazz;3.33;169;4
3269;3270;Joe Farrell;Canned Funk;March 1975;Jazz Fusion, Jazz-Funk;3.62;120;4
3270;3271;Povarovo;Tchernovik;2007;Dark Jazz, Dark Ambient;3.14;226;1
3271;3272;David Axelrod;Heavy Axe;1975;Jazz-Funk;3.35;174;4
3272;3273;Antoine Berjeaut;Moving Cities;6 December 2019;Jazz Fusion;3.42;142;
3273;3274;Hugh Hopper;Cruel but Fair;April 1977;Jazz Fusion, Canterbury Scene;3.51;133;2
3274;3275;William Hooker;... Is Eternal Life;1977;Free Jazz;3.63;120;2
3275;3276; Al Agarib [العقارب];الجاز (Jazz);1980;Jazz-Funk;3.48;133;1
3276;3277;Uri Caine;Moloch: Book of Angels Volume 6;November 2006;Chamber Jazz;3.47;150;2
3277;3278;Esbjörn Svensson Trio;301;30 March 2012;Jazz Fusion, Jazz, Nu Jazz;3.49;153;3
3278;3279;On the Raw;Climbing the Air;1 March 2019;Progressive Rock, Jazz Fusion;3.53;123;2
3279;3280;He Was Eaten By Owls;Inchoate With the Light Go I;10 November 2018;Chamber Music, Chamber Jazz, Post-Rock;3.61;117;
3280;3281;Møster!;Dust Breathing;11 December 2020;Jazz Fusion, Jazz-Rock;3.56;113;1
3281;3282;Lee Morgan;Here's Lee Morgan;September 1960;Hard Bop;3.64;114;4
3282;3283;Black Milk;The Rebellion Sessions;4 April 2016;Jazz-Funk, Instrumental Hip Hop;3.12;200;1
3283;3284;Cecil Taylor;New York City R&B;1987;Avant-Garde Jazz;3.57;126;6
3284;3285;Grant Green;Green Is Beautiful;July 1970;Soul Jazz, Jazz-Funk;3.44;148;5
3285;3286;Chick Corea;Sundance;February 1972;Avant-Garde Jazz, Post-Bop;3.52;129;3
3286;3287;Brian Blade Fellowship;Perceptual;11 April 2000;Jazz;3.63;127;1
3287;3288;Count Basie;Count Basie and the Kansas City 7;August 1962;Jazz, Swing;3.61;127;3
3288;3289;Kenny Wheeler;Double, Double You;1984;ECM Style Jazz;3.70;109;1
3289;3290;Jason Moran;Black Stars;2001;Post-Bop, Avant-Garde Jazz;3.69;110;2
3290;3291;Offering;A Fiïèh;1993;Jazz Fusion, Spiritual Jazz;3.72;101;4
3291;3292;Roy Ayers Ubiquity;Lifeline;September 1977;Disco, Jazz-Funk;3.32;183;3
3292;3293;Keith Jarrett;Life Between the Exit Signs;1 April 1968;Post-Bop;3.33;170;4
3293;3294;Marc Moulin;Sam Suffy;1975;Jazz Fusion, Jazz-Rock;3.37;155;6
3294;3295;7 for 4;Diffusion;25 January 2008;Jazz Fusion, Progressive Metal;3.55;150;11
3295;3296;Alex Puddu;The Golden Age of Danish Pornography;14 February 2012;Porn Groove, Jazz-Funk;3.21;177;5
3296;3297;Rahsaan Roland Kirk;The Case of the 3 Sided Dream in Audio Color;1975;Jazz Fusion;3.31;176;5
3297;3298;Flowering Inferno;Dog With a Rope;19 July 2010;Reggae, Latin Jazz, Latin Funk;3.50;139;7
3298;3299;Pat Metheny;Unity Band;12 June 2012;Jazz Fusion;3.44;157;1
3299;3300;Oliver Lake;Heavy Spirits;1975;Avant-Garde Jazz, Modern Creative;3.61;114;2
3300;3301;Wynton Marsalis;J Mood;1986;Post-Bop;3.67;118;3
3301;3302;Hedvig Mollestad;Maternity Beat;18 November 2022;Jazz Fusion;3.64;108;1
3302;3303;Bill Evans;Living Time;1972;Experimental Big Band, Third Stream;3.49;133;
3303;3304;Xing Sa;Création de l'Univers;2010;Zeuhl, Jazz-Rock, Jazz Fusion;3.50;128;5
3304;3305;Keith Jarrett;Shades;1976;Avant-Garde Jazz, Post-Bop;3.50;140;4
3305;3306;Shamek Farrah;First Impressions;1974;Spiritual Jazz;3.53;131;3
3306;3307;William Parker Trio;Painter's Spring;2000;Avant-Garde Jazz;3.64;121;1
3307;3308; Kang Tae-hwan [강태환];Isaiah;February 2006;Free Improvisation, Free Jazz;3.77;125;3
3308;3309;Chet Baker;Chet Baker & Crew;February 1957;Cool Jazz;3.58;135;2
3309;3310;Sonny Red;Out of the Blue;July 1960;Hard Bop;3.66;110;4
3310;3311;John Dwyer;Moon Drenched;28 May 2021;Jazz Fusion, Psychedelic Rock;3.33;147;1
3311;3312;Joe Henderson;Black Narcissus;January 1977;Jazz Fusion, Spiritual Jazz, Post-Bop;3.68;114;
3312;3313;Ablution;Ablution;1974;Progressive Rock, Jazz-Rock, Jazz Fusion;3.40;141;7
3313;3314;Lizz Wright;Salt;13 May 2003;Smooth Jazz, Vocal Jazz, Neo-Soul;3.43;150;8
3314;3315;7 for 4;Contact;2001;Progressive Metal, Jazz Fusion;3.52;153;10
3315;3316;David Sancious and Tone;Transformation (The Speed of Love);February 1976;Jazz Fusion, Jazz-Rock;3.63;112;7
3316;3317;Mary Halvorson Septet;Illusionary Sea;10 September 2013;Avant-Garde Jazz;3.66;110;3
3317;3318;Masekela;The Boy's Doin' It;1975;Jazz-Funk, Jazz Fusion;3.76;106;1
3318;3319;John Lee & Gerry Brown;Infinite Jones;1973;Jazz Fusion;3.77;98;3
3319;3320;Jamie Cullum;Catching Tales;26 September 2005;Jazz Pop, Vocal Jazz;3.20;286;9
3320;3321;Booker T. & The M.G.'s;And Now!;November 1966;Rhythm & Blues, Soul Jazz;3.37;159;6
3321;3322;Bill Evans;Further Conversations With Myself;December 1967;Post-Bop;3.46;152;2
3322;3323;Brad Mehldau;Elegiac Cycle;8 June 1999;Third Stream, Jazz;3.42;169;4
3323;3324;Wes Montgomery;Tequila;August 1966;Latin Jazz, Soul Jazz;3.47;147;3
3324;3325;Akalé Wubé;Akalé Wubé;5 May 2010;Ethio-Jazz;3.46;139;1
3325;3326;Gerry Mulligan Quartet;Gerry Mulligan Quartet;1953;Cool Jazz;3.52;129;1
3326;3327;Wayne Shorter;Wayning Moments;June 1962;Hard Bop, Post-Bop;3.53;136;1
3327;3328;Larry Coryell;Planet End;1975;Jazz Fusion;3.55;121;3
3328;3329;Steve Morse Band;The Introduction;1984;Jazz Fusion, Rock;3.44;152;8
3329;3330;McCoy Tyner;Horizon;1980;Post-Bop;3.68;108;3
3330;3331;Jamie Cullum;The Pursuit;9 November 2009;Jazz Pop, Vocal Jazz;3.29;213;8
3331;3332;Tomas Fujiwara's Triple Double;March;4 March 2022;Avant-Garde Jazz;3.48;125;4
3332;3333;George Benson;The New Boss Guitar of George Benson With the Brother Jack McDuff Quartet;October 1964;Soul Jazz;3.63;124;5
3333;3334;Coleman Hawkins;The Hawk Relaxes;1961;Jazz, Cool Jazz;3.73;113;5
3334;3335;Tamba 4;We and the Sea;1968;Bossa nova, Samba-jazz;3.82;93;4
3335;3336;Tony Bennett;Cheek to Cheek;23 September 2014;Standards, Vocal Jazz;2.81;1,151;13
3336;3337;Grant Green;I Want to Hold Your Hand;May 1966;Cool Jazz, Soul Jazz;3.33;176;5
3337;3338;Cold Blood;Sisyphus;1970;Jazz-Rock, Jazz-Funk;3.47;140;7
3338;3339;Paul Motian;I Have the Room Above Her;24 January 2005;ECM Style Jazz;3.54;146;3
3339;3340;Kenny Garrett;Pursuance: The Music of John Coltrane;25 June 1996;Modal Jazz, Post-Bop;3.77;111;3
3340;3341;Carla Bley;Dinner Music;1977;Jazz, Soul Jazz;3.29;166;3
3341;3342;Alphonse Mouzon;Back Together Again;June 1977;Jazz Fusion, Jazz-Rock;3.47;139;5
3342;3343;Rabih Abou-Khalil;The Cactus of Knowledge;19 February 2001;Arabic Jazz;3.52;140;3
3343;3344;Nomo;New Tones;9 May 2006;Jazz-Funk;3.53;146;3
3344;3345;Khan Jamal;Infinity;1988;Spiritual Jazz, Modal Jazz;3.64;107;
3345;3346;The Gaslamp Killer;Heart Math;7 August 2020;Experimental Hip Hop, Jazz Fusion;3.32;165;2
3346;3347;"Nat ""King"" Cole";Penthouse Serenade: Nat 'King' Cole at the Piano;September 1952;Standards, Jazz;3.51;133;1
3347;3348;Archie Shepp;Ocean Bridges;22 May 2020;Avant-Garde Jazz, Jazz Rap;3.33;152;2
3348;3349; Kazumi Watanabe [渡辺香津美];Kylyn;25 June 1979;Jazz Fusion;3.58;114;1
3349;3350;Hermeto Pascoal & Grupo;Lagoa da Canoa, município de Arapiraca;1984;Jazz Fusion;3.67;112;2
3350;3351;Eddie Palmieri;Lucumí, Macumba, Voodoo;October 1978;Afro-Cuban Jazz, Latin Funk;3.84;94;2
3351;3352;The Al Di Meola Project;Kiss My Axe;19 November 1991;Jazz Fusion;3.36;197;10
3352;3353;Machito;Afro-Cuban Jazz;1951;Afro-Cuban Jazz, Rhumba, Big Band;3.43;138;4
3353;3354;Masada String Trio;Haborym: Book of Angels Volume 16;27 July 2010;Chamber Jazz;3.58;132;4
3354;3355;Walter Davis, Jr.;Davis Cup;June 1960;Hard Bop, Bebop;3.60;109;4
3355;3356;Miho Hazama;Dancer in Nowhere;8 February 2019;Big Band, Jazz Fusion;3.67;103;1
3356;3357;James Brown;Gettin' Down to It;May 1969;Vocal Jazz, Soul, Standards;3.25;186;4
3357;3358;Chick Corea;Trio Music;4 October 1982;Avant-Garde Jazz, Post-Bop;3.72;111;3
3358;3359;Deodato;First Cuckoo;1975;Jazz Fusion, Jazz-Funk;3.28;169;4
3359;3360;Bablicon;In a Different City;August 1999;Free Jazz, Jazz-Rock, Experimental Rock;3.34;161;4
3360;3361;Al Di Meola;Flesh on Flesh;27 August 2002;Jazz Fusion;3.41;162;2
3361;3362;Sun Ra;Blue Delight;1989;Post-Bop;3.54;125;4
3362;3363;Johnny Hartman;Songs From the Heart;March 1956;Vocal Jazz, Standards;3.58;121;5
3363;3364;Tyshawn Sorey;Verisimilitude;4 August 2017;Third Stream, Chamber Jazz, Modern Creative;3.43;132;3
3364;3365;Hal Singer;Soul of Africa;1974;Spiritual Jazz;3.71;102;1
3365;3366;Billy Bang;Outline No.12;1983;Avant-Garde Jazz, Modern Creative;3.52;125;1
3366;3367;Ahmed Abdul-Malik;The Music of Ahmed Abdul-Malik;July 1962;Arabic Jazz, Post-Bop;3.56;124;4
3367;3368;John Zorn;John Zorn's Bagatelles;March 2021;Avant-Garde Jazz, Modern Classical;3.77;94;3
3368;3369;Jakob Bro;Uma Elmo;12 February 2021;ECM Style Jazz;3.32;156;
3369;3370;Chico Freeman;Spirit Sensitive;1979;Modal Jazz, Soul Jazz;3.57;121;1
3370;3371;Ibrahim Maalouf;Wind;6 November 2012;Post-Bop;3.55;126;
3371;3372;Dave Douglas' Tiny Bell Trio;Constellations;August 1995;Avant-Garde Jazz;3.59;131;6
3372;3373;Marion Brown;Vista;1975;Soul Jazz, Jazz-Funk;3.57;122;1
3373;3374;Marek Pospieszalski;Polish Composers of the 20th Century;18 March 2022;Avant-Garde Jazz;3.65;110;2
3374;3375;Manu Dibango;Makossa Man;1974;Makossa, Afro-Jazz;3.53;130;3
3375;3376;Dave Holland;Prism;3 September 2013;Jazz Fusion, Post-Bop;3.53;129;3
3376;3377;Lee Konitz;Lee Konitz Meets Jimmy Giuffre;1959;Cool Jazz;3.71;109;1
3377;3378;The Ensemble Al-Salaam;The Sojourner;1974;Spiritual Jazz, Jazz Fusion, Avant-Garde Jazz;3.47;137;4
3378;3379;George Benson;Giblet Gravy;1968;Soul Jazz;3.51;131;2
3379;3380;Naniwa Express;No Fuse;21 May 1982;Jazz Fusion;3.53;116;3
3380;3381;Ahmad Jamal;Tranquility;1968;Cool Jazz, Post-Bop;3.59;118;1
3381;3382;Joe Henderson;So Near, So Far (Musings for Miles);23 February 1993;Hard Bop;3.70;125;4
3382;3383;Tomeka Reid Quartet;Tomeka Reid Quartet;25 September 2015;Post-Bop, Chamber Jazz;3.70;100;
3383;3384;Mary Lou Williams;Signs of the Zodiac, Vol. II;May 1946;Bebop;3.37;144;
3384;3385;John Lewis;Grand Encounter: 2° East / 3° West;1956;Cool Jazz;3.59;108;1
3385;3386;Hugh Masekela;Hugh Masekela & the Union of South Africa;May 1971;Mbaqanga, Soul Jazz;3.65;112;3
3386;3387;Casiopea;Photographs;1983;Jazz Fusion, Smooth Jazz;3.49;136;1
3387;3388;The Blue Notes;Blue Notes for Mongezi;1976;Cape Jazz, Free Jazz;3.69;110;
3388;3389;Ray Barretto;La cuna;1981;Latin Jazz;3.77;98;3
3389;3390;Fabiano do Nascimento;Tempo dos mestres;15 February 2017;Samba-jazz;3.44;134;2
3390;3391;Steve Lacy;Moon;1971;Free Jazz, Free Improvisation;3.54;124;2
3391;3392;Sun Ra;Omniverse;1979;Avant-Garde Jazz, Post-Bop;3.61;111;1
3392;3393;Companyia Elèctrica Dharma;Diumenge;1975;Jazz Fusion, Jazz-Rock;3.49;127;4
3393;3394;SOIL&“PIMP”SESSIONS;Pimpoint;7 March 2007;Hard Bop, Jazz-Funk;3.58;133;6
3394;3395; Mulatu Astatke [ሙላቱ አስታጥቄ];Sketches of Ethiopia;September 2013;Ethio-Jazz;3.49;128;4
3395;3396;Matthew Halsall;An Ever Changing View;8 September 2023;Spiritual Jazz;3.50;127;1
3396;3397;Abdullah Ibrahim;Echoes From Africa;1979;Cape Jazz;3.57;129;2
3397;3398;Eberhard Weber;Chorus;1985;Third Stream, ECM Style Jazz;3.59;121;
3398;3399;Al Di Meola;Di Meola Plays Piazzolla;1996;Tango nuevo, Jazz Fusion;3.54;151;5
3399;3400;Paul Bley;Footloose;September 1964;Avant-Garde Jazz, Post-Bop;3.61;109;4
3400;3401;Szabados Quartet;Az esküvő / The Wedding;1975;Avant-Garde Jazz, Free Jazz;3.69;99;2
3401;3402;Mongo Santamaría;Watermelon Man;1963;Afro-Cuban Jazz, Boogaloo, Mambo;3.47;129;2
3402;3403;Billy Cobham;Magic;December 1977;Jazz Fusion;3.46;142;5
3403;3404;Steve Morse Band;Split Decision;26 March 2002;Jazz Fusion, Progressive Rock;3.57;130;7
3404;3405;Dave Douglas;Freak In;18 February 2003;Jazz;3.64;131;1
3405;3406;Oregon;Together;1 October 1976;Post-Bop, Chamber Jazz;3.68;106;4
3406;3407;Ruphus;Let Your Light Shine;1976;Progressive Rock, Jazz Fusion;3.49;128;8
3407;3408;Blossom Dearie;My Gentleman Friend;1959;Vocal Jazz, Standards;3.68;110;2
3408;3409;Keith Jarrett;Ruta and Daitya;January 1973;Jazz Fusion, ECM Style Jazz;3.24;179;4
3409;3410;Jimmy Smith;A New Sound... A New Star... Jimmy Smith at the Organ, Vol. 1;May 1956;Soul Jazz;3.54;124;1
3410;3411;Katsumi Horii Project;Ocean Drive;21 June 1988;City Pop, Jazz Fusion;3.54;121;
3411;3412;Menagerie;Many Worlds;15 January 2021;Spiritual Jazz, Soul Jazz;3.40;138;3
3412;3413;Buckethead;The Dragons of Eden;17 September 2008;Jazz-Funk;3.52;140;5
3413;3414;The Sonny Clark Memorial Quartet;Voodoo;1986;Post-Bop, Hard Bop;3.57;118;3
3414;3415;Paul Desmond;Pure Desmond;16 May 1975;Cool Jazz;3.52;125;2
3415;3416;The Roscoe Mitchell Art Ensemble;Congliptious;1968;Free Jazz, Modern Creative;3.53;133;2
3416;3417;Julie London;Your Number Please...;December 1959;Vocal Jazz, Standards, Traditional Pop;3.70;99;3
3417;3418;Dave Holland Quintet;Seeds of Time;3 June 1985;Jazz, Avant-Garde Jazz;3.69;107;2
3418;3419;Pharoah Sanders;Message From Home;19 March 1996;Spiritual Jazz, Afro-Jazz;3.20;177;3
3419;3420;The 3 Pieces;Vibes of Truth;1975;Soul Jazz, Jazz-Funk;3.57;122;6
3420;3421;Milford Graves;Meditation Among Us;1977;Free Jazz;3.55;124;2
3421;3422;Anthony Braxton;The Complete Braxton 1971;1973;Avant-Garde Jazz, Modern Creative;3.56;124;2
3422;3423;Bill Evans;Alone (Again);December 1977;Post-Bop, Cool Jazz;3.58;128;3
3423;3424;Frank Sinatra;Swing Along With Me;July 1961;Vocal Jazz, Standards;3.38;166;5
3424;3425;David Axelrod;Seriously Deep;1975;Jazz-Funk;3.41;147;4
3425;3426;São Paulo Underground;Sauna: um, dois, três;6 May 2006;Avant-Garde Jazz;3.43;149;1
3426;3427;Roberto Colombo;Sfogatevi bestie;1976;Jazz Fusion, Avant-Prog;3.52;121;5
3427;3428;Banquet of the Spirits;Caym: Book of Angels Volume 17;25 January 2011;Jazz Fusion;3.56;129;4
3428;3429;Miriam Makeba;The Many Voices of Miriam Makeba;1962;Marabi;3.57;115;3
3429;3430;Trigg & Gusset;Black Ocean;1 October 2021;Dark Jazz;3.56;122;
3430;3431;Jeff Parker;The Relatives;25 January 2005;Post-Bop, Jazz Fusion;3.62;117;2
3431;3432;Sergio Mendes & Brasil '66;Stillness;1970;Samba-jazz, Folk Pop, Jazz Pop;3.52;122;5
3432;3433;"Horacio ""Chivo"" Borraro";Blues para un cosmonauta;1975;Jazz Fusion;3.62;112;3
3433;3434;Elis Regina;Elis, essa mulher;July 1979;MPB, Samba-jazz, Vocal Jazz;3.69;117;1
3434;3435;Little Stevie Wonder;The Jazz Soul of Little Stevie;September 1962;Soul Jazz;2.83;524;10
3435;3436;The Max Roach Quintet;Parisian Sketches;1962;Hard Bop;3.68;112;2
3436;3437;Booker Ervin;The In Between;December 1968;Post-Bop, Modal Jazz;3.83;96;3
3437;3438;Sun Ra;Continuation;1969;Avant-Garde Jazz, Free Jazz;3.29;162;4
3438;3439;Snarky Puppy;The Only Constant;6 March 2006;Jazz Fusion;3.30;159;1
3439;3440;Machine and The Synergetic Nuts;Leap Second Neutral;January 2005;Jazz Fusion, Jazz-Rock;3.56;129;9
3440;3441;The Andrzej Kurylewicz Quintet;10 + 8;1967;Avant-Garde Jazz, Free Jazz;3.59;110;2
3441;3442;"Julian ""Cannonball"" Adderley";Cannonball's Sharpshooters;May 1959;Hard Bop, Jazz;3.64;123;
3442;3443;Jacob Collier;Djesse Vol. 1;7 December 2018;Jazz Fusion, Progressive Pop;2.75;583;11
3443;3444;Roland Prince;Color Visions;1976;Post-Bop;3.19;177;2
3444;3445;Thelonious Monk;Monkism;21 July 1998;Bebop, Stride;3.48;139;1
3445;3446; Yuji Ohno [大野雄二];犬神家の一族 (Inugamike No Ichizoku);1976;Film Soundtrack, Jazz Fusion;3.57;124;
3446;3447;The Five Corners Quintet;Chasin' the Jazz Gone By;22 June 2005;Jazz, Cool Jazz;3.68;120;3
3447;3448;David S. Ware String Ensemble;Threads;2003;Avant-Garde Jazz;3.69;117;2
3448;3449;Sun Ra and His Intergalactic Research Arkestra;Space Probe;1974;Avant-Garde Jazz, Electronic;3.44;138;5
3449;3450;Frank Lowe;Fresh;1975;Avant-Garde Jazz;3.65;106;5
3450;3451;Delvon Lamarr Organ Trio;Close but No Cigar;2 March 2018;Soul Jazz, Deep Funk;3.39;137;3
3451;3452;Brad Mehldau;Introducing Brad Mehldau;26 September 1995;Jazz;3.60;130;2
3452;3453;Bob Dylan;Fallen Angels;20 May 2016;Standards, Vocal Jazz;2.79;1,037;21
3453;3454;Atomic Ape;Swarm;31 January 2014;Avant-Prog, Jazz Fusion;3.48;131;2
3454;3455;Steps Ahead;Steps Ahead;1983;Jazz Fusion;3.49;142;1
3455;3456;Łoskot;Amariuch;1998;Yass;3.50;123;
3456;3457;Steven Bernstein;Diaspora Soul;17 August 1999;Jewish Music, Afro-Cuban Jazz;3.60;113;
3457;3458;A.K. Salim;Afro-Soul / Drum Orgy;1965;Avant-Garde Jazz, Afro-Jazz;3.69;105;4
3458;3459;Serge Bringolf;Vision;1981;Jazz Fusion, Jazz-Rock;3.69;93;3
3459;3460;Alan Silva;Skillfullness;1969;Free Jazz, Free Improvisation;3.35;150;3
3460;3461;Brother Ah and The Sounds of Awareness;Key to Nowhere;1983;Spiritual Jazz;3.48;136;2
3461;3462;New Trolls;Tempi dispari;1974;Jazz Fusion, Jazz-Rock;3.42;133;3
3462;3463;Jachna / Mazurkiewicz / Buhl;God's Body;10 May 2018;Avant-Garde Jazz;3.42;126;1
3463;3464;Scorch;Luggumt;11 October 2004;Avant-Garde Jazz, Jazz-Rock;3.50;140;2
3464;3465;Duke Ellington;Piano in the Foreground;1963;Jazz;3.55;129;3
3465;3466;Rabih Abou-Khalil;Between Dusk and Dawn;1987;Arabic Jazz;3.53;137;3
3466;3467;The Rippingtons;Curves Ahead;12 August 1991;Smooth Jazz, Jazz Pop;3.60;123;2
3467;3468;Paul Motian;Tribute;1 March 1975;ECM Style Jazz;3.60;108;
3468;3469;Horace Tapscott;In New York;1979;Post-Bop, Avant-Garde Jazz;3.86;86;2
3469;3470;Lou Donaldson;Everything I Play Is Funky;June 1970;Jazz-Funk, Soul Jazz;3.49;130;5
3470;3471;Pekka Pohjola;Urban Tango;1982;Jazz-Rock, Jazz Fusion, Progressive Rock;3.51;135;3
3471;3472;The Crusaders;The 2nd Crusade;February 1973;Jazz-Funk;3.61;116;3
3472;3473;Steve Grossman;Some Shapes to Come;1974;Jazz Fusion;3.73;100;1
3473;3474;McCoy Tyner;Cosmos [The Blue Note Re-Issue Series];July 1976;Post-Bop;3.78;98;4
3474;3475;Cory Wong;Wong's Cafe;7 January 2022;Jazz-Funk;3.03;203;4
3475;3476;Mark-Almond;Mark-Almond II;December 1971;Jazz-Rock, Contemporary Folk, Chamber Jazz;3.34;137;6
3476;3477;Bennie Maupin;Slow Traffic to the Right;April 1977;Jazz-Funk, Jazz Fusion;3.43;130;2
3477;3478;Baden Powell;Tempo feliz;1966;Samba-jazz;3.74;99;2
3478;3479;Mal Waldron;First Encounter;1977;Post-Bop;3.86;87;2
3479;3480;Panzerballett;Breaking Brain;30 October 2015;Jazz Fusion, Avant-Garde Metal;3.42;139;5
3480;3481;Maria Bethânia;Pássaro da manhã;1977;MPB, Vocal Jazz;3.75;98;2
3481;3482;The Nels Cline 4;Currents, Constellations;13 April 2018;Jazz Fusion;3.33;142;2
3482;3483;Oscar Peterson;An Oscar Peterson Christmas;1995;Christmas Music, Cool Jazz, Jazz;3.55;108;4
3483;3484;Natsumen;Endless Summer Record;3 March 2005;Jazz-Rock, Avant-Garde Jazz;3.54;134;2
3484;3485;Nicola Alesini;Marco Polo;22 March 1996;Ambient Pop, Tribal Ambient, Jazz Fusion;3.49;122;2
3485;3486;Roy Eldridge;Roy and Diz #2;1955;Bebop, Cool Jazz, Jazz;3.62;115;5
3486;3487;Rabih Abou-Khalil;Bukra;1989;Arabic Jazz;3.67;115;2
3487;3488;CAB;Cab;7 March 2000;Jazz-Rock, Jazz Fusion;3.69;113;3
3488;3489;Fukumura,Hiroshi Quintet;Morning Flight;1973;Post-Bop;3.83;94;3
3489;3490;Gene Krupa & Buddy Rich;The Drum Battle at JATP;1960;Bebop, Jazz;3.52;138;5
3490;3491;Edward Vesala;Lumi;1987;Avant-Garde Jazz, ECM Style Jazz;3.53;131;1
3491;3492;Haki Madhubuti;Medasi;1984;Spiritual Jazz, Spoken Word;3.66;108;2
3492;3493;Henry Threadgill;Carry the Day;1994;Avant-Garde Jazz;3.52;127;2
3493;3494;Carmen McRae;Carmen Sings Monk;1990;Vocal Jazz;3.69;103;2
3494;3495;Deodato;Love Island;1978;Jazz Fusion, Samba-jazz, Jazz-Funk;3.29;167;3
3495;3496;Bill Frisell;Guitar in the Space Age!;7 October 2014;Jazz Fusion, Americana;3.28;157;3
3496;3497;McCoy Tyner;Together;April 1979;Jazz Fusion;3.67;101;6
3497;3498;Nat Adderley;Soul Zodiac;May 1972;Spoken Word, Jazz-Funk, Soul Jazz;3.38;142;5
3498;3499;Blossom Dearie;Give Him the Ooh-La-La;1957;Vocal Jazz;3.49;128;6
3499;3500;Masada Quintet Featuring Joe Lovano;Stolas: Book of Angels Volume 12;16 June 2009;Jazz, Post-Bop, Klezmer;3.51;130;6
3500;3501;Matt Mitchell;A Pouting Grimace;29 September 2017;Avant-Garde Jazz;3.51;120;3
3501;3502;Bixiga 70;Bixiga 70;17 September 2013;Afrobeat, Jazz Fusion;3.40;142;2
3502;3503;Chris Potter;Circuits;22 February 2019;Jazz Fusion, Post-Bop;3.41;136;
3503;3504;The Don Rendell / Ian Carr Quintet;Shades of Blue;1965;Modal Jazz, Cool Jazz, Post-Bop;3.52;122;3
3504;3505;Lonnie Smith;Drives;November 1970;Jazz-Funk, Soul Jazz;3.52;119;1
3505;3506;Brad Mehldau Trio;Seymour Reads the Constitution!;18 May 2018;Cool Jazz;3.50;127;3
3506;3507;Larry Young;Of Love and Peace;September 1967;Avant-Garde Jazz;3.51;133;2
3507;3508;Flat Earth Society;Psychoscout;June 2006;Experimental Big Band;3.60;122;3
3508;3509;Offering;III - IV;1990;Jazz Fusion, Spiritual Jazz;3.66;103;3
3509;3510;Stan Getz;Change of Scenes;1971;Progressive Big Band, Post-Bop;3.72;95;1
3510;3511;Herbie Hancock;Herbie Hancock Trio With Ron Carter + Tony Williams;21 November 1981;Post-Bop;3.65;109;1
3511;3512;Emily Remler;East to Wes;1988;Hard Bop;3.69;109;2
3512;3513;Jonny Nash;Passive Aggressive;22 May 2017;Ambient, ECM Style Jazz;3.34;144;
3513;3514;Tony Williams;The Joy of Flying;March 1979;Jazz Fusion, Jazz-Funk;3.36;145;4
3514;3515;Esbjörn Svensson Trio;Esbjörn Svensson Trio Plays Monk;1996;Jazz;3.44;159;3
3515;3516;Arve Henriksen;Places of Worship;6 September 2013;Chamber Jazz, Nu Jazz;3.45;135;
3516;3517;Ghost-Note;Swagism;20 April 2018;Jazz-Funk, Jazz Fusion;3.39;139;
3517;3518;The Nels Cline Singers;Share the Wealth;13 November 2020;Jazz Fusion, Avant-Garde Jazz;3.44;125;3
3518;3519;Charles Tyler / Ensemble;Voyage From Jericho;1975;Avant-Garde Jazz;3.64;111;2
3519;3520;Alain Eckert Quartet;Alain Eckert Quartet;1981;Avant-Prog, Jazz Fusion, Zeuhl;3.67;103;5
3520;3521;Bobo Stenson Trio;Serenity;5 June 2000;ECM Style Jazz;3.76;109;3
3521;3522;Oriental Wind;Oriental Wind;1977;Jazz Fusion, Turkish Folk Music;3.74;95;4
3522;3523;Apifera;Overstand;15 January 2021;Nu Jazz, Jazz Fusion;3.11;185;1
3523;3524;Elvin Jones;Poly-Currents;June 1970;Post-Bop;3.67;110;5
3524;3525;Spyro Gyra;Catching the Sun;1980;Smooth Jazz;3.28;158;2
3525;3526;Ill Considered;Ill Considered 7 - An Ill Considered Christmas;7 December 2018;Modal Jazz, Spiritual Jazz, Jazz Fusion;3.51;117;
3526;3527;Air;Air Time;1978;Free Jazz;3.56;123;3
3527;3528;Paul Bley;Annette;1992;Avant-Garde Jazz;3.65;109;4
3528;3529;Bud Powell;Piano Solos;March 1952;Stride, Bebop;3.55;114;2
3529;3530;Mikołaj Trzaska;Mikro Muzik;2002;Avant-Garde Jazz;3.58;116;1
3530;3531;The Evan Parker Electro-Acoustic Ensemble;Drawn Inward;1999;Free Improvisation, Avant-Garde Jazz, Electroacoustic;3.63;114;1
3531;3532;Passport;Iguaçu;1977;Jazz Fusion, Jazz-Rock;3.34;152;4
3532;3533;Urszula Dudziak;Urszula;1975;Vocal Jazz, Jazz Fusion;3.35;138;4
3533;3534;Clivage;Mixtus Orbis;1978;Raga Rock, Third Stream, Indo Jazz;3.46;118;7
