"album_id","title","extra","artist_name","artist_id","role","label","year","rating","rank"
7557957,To Pimp A Butterfly,1,Robert Reyes,1606503,Photography By [Cover Photography],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,Sounwave,1784576,"A&R [Top Dawg],Arranged By [String Arrangements]","Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,Steve Berman (3),474475,Other [Top's Homies - Interscope Records],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,TDE Marketing,5898541,Other [Marketing - Top Dawg],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,Terrace Martin,220244,Arranged By [String Arrangements],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,Thomas Cullison,2765945,Recorded By [String Recordings],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,Todd Douglas,3154063,Legal [Interscope Records],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
7557957,To Pimp A Butterfly,1,Vlad Sepetov,3890926,Art Direction,"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2015,4.37,1
242785,Madvillainy,0,Madvillain,157763,,Stones Throw Records,2004,4.34,2
242785,Madvillainy,0,MF DOOM,25058,,Stones Throw Records,2004,4.34,2
242785,Madvillainy,"0,1",Madlib,16508,"Beats,Producer,Recorded By [At The Bomb Shelter]",Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Daniel Dumile,701676,Written-By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Dave Cooley,219192,"Mixed By, Mastered By,Recorded By [At Bionic]",Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Egon,104275,Coordinator [Project Coordination],Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Eric Coleman,350812,Photography By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,I.M.A.D.U. Music,1981453,Management [Doom's Management],Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Jack Brown (3),862548,Written-By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Jean Dyer,3182490,Lacquer Cut By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Jeff Jank,346738,Design,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Lord Scotch 79,979437,Written-By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,MF Doom,25058,"MC,Producer,Producer [Voice Skits],Recorded By [At Doom's Crib]",Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Miranda Jane,4382214,Other [Project Consulant],Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Nick Rodriguez,902318,Written-By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Otis Jackson Jr.,346740,Written-By,Stones Throw Records,2004,4.34,2
242785,Madvillainy,1,Peanut Butter Wolf,16393,Executive-Producer,Stones Throw Records,2004,4.34,2
3975953,"Good Kid, M.A.A.d City","0,1",Kendrick Lamar,1778977,"A&R [Top Dawg Entertainment A&R],Art Direction","Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Andrew Van Meter,1757906,Coordinator [Interscope Records Production Coordinator],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Anthony Tiffith,3368939,Executive-Producer,"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Archie Davis,2522038,Management [Interscope Records Marketing],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Ashley Palmer,3116115,Coordinator [Aftermath Coordinator],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Barry Williams (6),2777046,Management [Interscope Records Marketing],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Brian Gardner,70778,Mastered By,"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Dan Monick,1825168,Photography By,"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Dave Free,2596320,"Coordinator [Top Dawg Entertainment Album Coordination],Management [Top Dawg Entertainment],Producer [Associate Producer]","Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,DJ Mormile,1915425,A&R [Interscope Records A&R],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Don Robinson,612431,Management [Interscope Records International Marketing],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Dr. Dre,50513,Executive-Producer,"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Dwayne LaFleur,2983558,Photography By [Additional Photographs Courtesy Of],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,"Joshua P. Binder, Esq.",4319591,Legal [Top Dawg Entertainment],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Kirdis Postelle,2218768,Producer [Associate Producer],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Kitti Fontaine,11620706,Stylist [Top Dawg Entertainment Stylist],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Larry Chatman,965747,Coordinator [Aftermath Production Coordinator],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Manny Smith (2),2009350,A&R [Interscope Records A&R],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Marnie Nieves,3154062,Management [Interscope Records Business Affairs],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Mike Bozzi,401309,Mastered By,"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Moosa,3116116,Management [Top Dawg Management],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Paula Oliver,2983561,Photography By [Additional Photographs Courtesy Of],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Punch (16),3116114,"Coordinator [Top Dawg Entertainment Album Coordination],Management [Top Dawg Entertainment]","Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Ray Alba,4393100,Public Relations [Interscope Records Publicity],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Ret One,3116117,Coordinator [Top Dawg Entertainment A&R Coordinator],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,ScHoolboy Q,2353545,Typography [Handwriting On Cover],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Sounwave,1784576,A&R [Top Dawg Entertainment A&R],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Stephanie Hsu,2265964,Creative Director [Interscope Records Creative],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Terrence Henderson,1809637,Producer [Associate Producer],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Todd Douglas,3154063,Management [Interscope Records Business Affairs],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Tunji Balogun,2265984,Coordinator [Interscope Records A&R Coordinator],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
3975953,"Good Kid, M.A.A.d City",1,Willie Long (3),11620703,Stylist [Top Dawg Entertainment Grooming],"Aftermath Entertainment,Interscope Records,Top Dawg Entertainment",2012,4.3,3
392604,Illmatic,0,Nas,50997,,Columbia,1994,4.25,4
392604,Illmatic,1,Aimée Macauley,1829560,Design,Columbia,1994,4.25,4
392604,Illmatic,1,Danny Clinch,329877,Photography By,Columbia,1994,4.25,4
392604,Illmatic,1,Faith Newman,1039840,Executive-Producer,Columbia,1994,4.25,4
392604,Illmatic,1,Josephine DiDonato,1597351,Art Direction,Columbia,1994,4.25,4
392604,Illmatic,1,MC Serch,107491,Executive-Producer,Columbia,1994,4.25,4
392604,Illmatic,1,Tony Dawsey,346852,Lacquer Cut By,Columbia,1994,4.25,4
153749,Enter The Wu-Tang (36 Chambers),"0,1",Wu-Tang Clan,11213,Written-By,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,4th Disciple,101746,Scratches,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Amy Wenzler,1872019,Design,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Carlos Bess,40234,Engineer,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Cartel (9),1904290,"Photography By,Set Designer","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Chris Gehringer,326440,Direct Metal Mastering By,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Daniel Hastings,493320,Photography By,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Dennis Coles,606576,Executive-Producer,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Ethan Ryman,172842,Engineer,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Ghostface Killah,44958,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Jackie Murphy,774981,Art Direction,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,John Gibbons (8),1872015,"Management [Wu-Tang Management],Supervised By [Production Supervisor]","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,John Hamilton (14),1872018,Management [Wu-Tang Management],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Jonathan Lugo,2620011,Management [Wu-Tang Management],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Method Man,17587,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Mike McDonald (7),1069460,"Management [Wu-Tang Management],Supervised By [Production Supervisor]","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Mitchell Diggs,622165,"Executive-Producer,Management [Wu-Tang Management],Supervised By [Production Supervisor]","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Nolan 'Dr. No' Moffitte,219913,"Engineer [Assistant, Uncredited]","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Ol' Dirty Bastard,39015,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Oli Grant,622164,"Executive-Producer,Supervised By [Production Supervisor]","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Prince Rakeem,168601,"Performer [Wu-Tang Clan Is],Producer, Mixed By, Arranged By,Programmed By","Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Raekwon,100558,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Rebel INS,2537107,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Richard Bravo (2),1906371,Set Designer,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Robert Diggs,565287,Executive-Producer,"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,The Genius,242071,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Theodore Michael,2299978,Supervised By [Production Supervisor],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Trevor Williams (5),1872017,A&R [A&R Director (Loud Records)],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,U-God,114383,Performer [Wu-Tang Clan Is],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
153749,Enter The Wu-Tang (36 Chambers),1,Vince Hamlin,2620010,Management [Wu-Tang Management],"Loud Records,RCA Records Label,Wu-Tang Records",1993,4.23,5
2606952,My Beautiful Dark Twisted Fantasy,"0,1",Kanye West,137880,"Art Direction,Executive-Producer,Producer",Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Doug Joswick,1938756,Product Manager [Package Production],Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Fabien Montique,2433956,Photography By,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Gee Roberson,233490,Executive-Producer,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,George Condo,1688772,Artwork [Paintings],Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,JP Robinson,2012007,Coordinator [Artwork],Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Kristen Yiengst,1918645,Coordinator [Artwork],Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Kyambo Joshua,2320722,Executive-Producer,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,L.A. Reid,51281,Executive-Producer,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,M/M (Paris),768003,"Design [Package], Illustration [Handwritten Titles And Illustrations]",Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Ray Janos,339229,Lacquer Cut By,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Shawn Carter,447899,Executive-Producer,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Todd Russell,1850865,Coordinator [Artwork],Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Virgil Abloh,2021138,Art Direction,Roc-A-Fella Records,2010,4.09,6
2606952,My Beautiful Dark Twisted Fantasy,1,Vlado Meller,189744,Mastered By,Roc-A-Fella Records,2010,4.09,6
4770348,The Money Store,"0,1",Death Grips,2225756,"Written By, Performer",Epic,2012,4.1,7
4770348,The Money Store,1,Andy Morin,1867122,Producer,Epic,2012,4.1,7
4770348,The Money Store,1,Angelica Cob-Baehler,2252675,A&R,Epic,2012,4.1,7
4770348,The Money Store,1,Stefan Burnett,2752788,Vocals,Epic,2012,4.1,7
4770348,The Money Store,1,Sua Yoo,2752787,Illustration [Cover Drawing],Epic,2012,4.1,7
4770348,The Money Store,1,Zach Hill,509222,Producer,Epic,2012,4.1,7
233445,The College Dropout,"0,1",Kanye West,137880,"Executive-Producer [Co-executive Producer],Producer","Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Damon Dash,174951,Executive-Producer,"Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Eddy Schreyer,255243,Mastered By,"Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Eric Duvauchelle,1908662,"Art Direction, Design","Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Gee Roberson,233490,Executive-Producer [Co-executive Producer],"Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Jim Morris (5),1908663,"Art Direction, Design","Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Kareem Burke,2716699,Executive-Producer,"Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Kevin Breen (2),1908664,"Art Direction, Design","Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Kyambo Joshua,2320722,Executive-Producer [Co-executive Producer],"Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Lauri Rowe,1908661,"Art Direction, Design","Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
233445,The College Dropout,1,Shawn Carter,447899,Executive-Producer,"Handprint Entertainment,Hustle.,Roc-A-Fella Records",2004,4.11,8
9248136,Atrocity Exhibition,0,Danny Brown (2),1059062,,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Alchemist,169508,Producer,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Black Milk,175154,Producer,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Brain Dead (17),5396633,Design,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Brendon Harding,1340003,Recorded By,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Derek Ali,2837936,Mixed By,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,DJ Playa Haze,2516525,Producer,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Evian Christ,2604384,Producer,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Justin Gaines,2862466,Recorded By,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Paul White (4),934385,Producer,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Petite Noir,3013229,Producer,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Tatsuya Sato,376920,Mastered By,"Fool's Gold Records,Warp Records",2016,4.14,9
9248136,Atrocity Exhibition,1,Timothy Saccenti,2009371,"Cover, Photography By","Fool's Gold Records,Warp Records",2016,4.14,9
87291,The Low End Theory,"0,1",A Tribe Called Quest,3268,"Producer,Recorded By, Mixed By",Jive,1991,4.15,10
87291,The Low End Theory,1,Ali Shaheed Muhammad,10378,Written-By,Jive,1991,4.15,10
87291,The Low End Theory,1,Anthony Saunders,341080,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Bob Power,67370,"Recorded By, Mixed By",Jive,1991,4.15,10
87291,The Low End Theory,1,Chris Lighty,219920,Management,Jive,1991,4.15,10
87291,The Low End Theory,1,Chris Shaw,135969,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Dan Wood,220046,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Eric Gast,417417,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Gerard Julien,417416,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Jamie Staub,14296,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Jim Kvoriak,1099904,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Joe Grant (2),2329951,Photography By,Jive,1991,4.15,10
87291,The Low End Theory,1,Jonathan Davis (2),682708,Written-By,Jive,1991,4.15,10
87291,The Low End Theory,1,Kim Young,3539835,Other [Make-up: Group Members],Jive,1991,4.15,10
87291,The Low End Theory,1,Malik Taylor,680834,Written-By,Jive,1991,4.15,10
87291,The Low End Theory,1,Marc Singleton,523461,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Paddy Crofton,2231713,Other [Special Effects Make-up: Model],Jive,1991,4.15,10
87291,The Low End Theory,1,Pete Christensen,417419,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Rod Hui,151950,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Tim Latham,108739,Engineer [Additional],Jive,1991,4.15,10
87291,The Low End Theory,1,Tom Coyne,272899,Mastered By,Jive,1991,4.15,10
87291,The Low End Theory,1,Zombart,1933050,"Design,Typography [Handlettering]",Jive,1991,4.15,10
356592,MM..Food,"0,1",MF Doom,25058,Producer,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Alfred P. Morgan,2737360,Executive-Producer,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Brent Sayers,2210517,Executive-Producer,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Carl Rowatti,422499,Lacquer Cut By,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Daniel Dumile,701676,Executive-Producer,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Jasmine Thomas (2),2737359,Executive-Producer,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Jason Jagel,2278463,Artwork,Rhymesayers Entertainment,2004,4.14,11
356592,MM..Food,1,Jeff Jank,346738,Design,Rhymesayers Entertainment,2004,4.14,11
5058,Endtroducing.....,"0,1",DJ Shadow,4478,"Producer, Mixed By, Engineer,Written-By",Mo Wax,1996,4.13,12
5058,Endtroducing.....,1,B+ (5),6830345,Photography By,Mo Wax,1996,4.13,12
5058,Endtroducing.....,1,Barney Bankhead,1955223,Photography By [Gatefold Montage],Mo Wax,1996,4.13,12
